Name,Homepage
"ricochet-refresh","https://www.ricochetrefresh.net/"
"rio","https://github.com/raphamorim/rio/"
"ripme","https://github.com/RipMeApp/ripme"
"rivet","https://rivet.ironcladapp.com/"
"rnote","https://rnote.flxzt.net/"
"roaringapps","https://roaringapps.com/mac-app"
"routine","https://www.routine.co/"
"rsyncui","https://github.com/rsyncOSX/RsyncUI"
"sabnzbd","https://sabnzbd.org/"
"sage","https://www.sagemath.org/"
"sanctum","https://sanctum.ai/"
"satdump","https://www.satdump.org/"
"satyrn","https://satyrn.app/"
"scilab","https://www.scilab.org/"
"scratch","https://scratch.mit.edu/download"
"scribus","https://www.scribus.net/"
"script-debugger","https://latenightsw.com/"
"script-kit","https://www.scriptkit.com/"
"scroll-reverser","https://pilotmoon.com/scrollreverser/"
"scrub-utility","https://eclecticlight.co/lockrattler-systhist/"
"sculptor","https://imbue.com/sculptor/"
"sdformatter","https://www.sdcard.org/downloads/formatter/"
"seamly2d","https://seamly.io/"
"sequel-ace","https://github.com/Sequel-Ace/Sequel-Ace"
"session","https://getsession.org/"
"sf-symbols","https://developer.apple.com/sf-symbols/"
"sfm","https://sing-box.sagernet.org/"
"shield","https://theevilbit.github.io/shield/"
"shifty","https://shifty.natethompson.io/"
"shotcut","https://www.shotcut.org/"
"shottr","https://shottr.cc/"
"showyedge","https://showyedge.pqrs.org/"
"shutter-encoder","https://www.shutterencoder.com/"
"sigil","https://sigil-ebook.com/"
"signal","https://signal.org/"
"signet","https://eclecticlight.co/taccy-signet-precize-alifix-utiutility-alisma/"
"silentknight","https://eclecticlight.co/lockrattler-systhist/"
"silicon-app","https://github.com/DigiDNA/Silicon"
"silnite","https://eclecticlight.co/lockrattler-systhist/"
"simple-comic","https://github.com/MaddTheSane/Simple-Comic"
"simple-web-server","https://simplewebserver.org/"
"simpledemviewer","https://jizoh.jp/english.html"
"simplenote","https://github.com/Automattic/simplenote-electron"
"simplex","https://simplex.chat/"
"sitala","https://decomposer.de/sitala/"
"sketch","https://www.sketch.com/"
"skim","https://skim-app.sourceforge.io/"
"skint","https://eclecticlight.co/lockrattler-systhist/"
"slack","https://slack.com/"
"sleek-app","https://github.com/ransome1/sleek"
"slidepilot","https://slidepilotapp.com/en"
"sloth","https://sveinbjorn.org/sloth"
"smartreporter-free","https://www.corecode.io/smartreporter/"
"smoothcsv","https://smoothcsv.com/"
"snipaste","https://www.snipaste.com/"
"soapui","https://www.soapui.org/"
"socialstream","https://socialstream.ninja/"
"sol","https://github.com/ospfranco/sol"
"solvespace","https://solvespace.com/index.pl/"
"sonic-pi","https://sonic-pi.net/"
"sonic-visualiser","https://www.sonicvisualiser.org/"
"sonobus","https://sonobus.net/"
"soqlxplorer","https://www.pocketsoap.com/osx/soqlx/"
"soulver-cli","https://github.com/soulverteam/Soulver-CLI"
"soundanchor","https://apps.kopiro.me/soundanchor/"
"sourcetree","https://www.sourcetreeapp.com/"
"spacedrive","https://github.com/spacedriveapp/spacedrive"
"spacelauncher","https://spacelauncherapp.com/"
"spaceman","https://www.jaysce.dev/projects/spaceman"
"sparsity","https://eclecticlight.co/taccy-signet-precize-alifix-utiutility-alisma/"
"spatial","https://blog.mikeswanson.com/spatial"
"spectra-app","https://spectra.5xcamp.us/"
"spectrolite","https://spectrolite.app/"
"spires","https://member.ipmu.jp/yuji.tachikawa/spires/"
"spokenly","https://spokenly.app/"
"springtoolsforeclipse","https://spring.io/tools/"
"spundle","https://eclecticlight.co/dintch/"
"spybuster","https://spybuster.app/"
"spyder","https://www.spyder-ide.org/"
"sqlectron","https://sqlectron.github.io/"
"squeak","https://squeak.org/"
"squidman","https://squidman.net/squidman/"
"squirrelsql","https://squirrel-sql.sourceforge.io/"
"ssdreporter-free","https://www.corecode.io/ssdreporter/"
"stability-matrix","https://github.com/LykosAI/StabilityMatrix"
"standard-notes","https://standardnotes.com/"
"stats","https://github.com/exelban/stats"
"stellarium","https://stellarium.org/"
"stratoshark","https://stratoshark.org/"
"stravu-crystal","https://github.com/stravu/crystal"
"stremio","https://www.strem.io/"
"stringz","https://github.com/mohakapt/Stringz"
"subethaedit","https://subethaedit.net/"
"subler","https://subler.org/"
"supacode","https://supacode.sh/"
"super-productivity","https://super-productivity.com/"
"supercollider","https://supercollider.github.io/"
"superset","https://superset.sh/"
"surge-xt","https://surge-synthesizer.github.io/"
"suspicious-package","https://www.mothersruin.com/software/SuspiciousPackage/"
"sweet-home3d","https://www.sweethome3d.com/"
"swiftbar","https://swiftbar.app/"
"swiftformat-for-xcode","https://github.com/nicklockwood/SwiftFormat"
"swiftplantumlapp","https://github.com/MarcoEidinger/SwiftPlantUML-Xcode-Extension"
"swiftpm-catalog","https://zeezide.com/en/products/swiftpmcatalog/"
"swimat","https://github.com/Jintin/Swimat"
"syncthing-app","https://syncthing.net/"
"sysex-librarian","https://www.snoize.com/SysExLibrarian/"
"systhist","https://eclecticlight.co/lockrattler-systhist/"
"t3-code","https://t3.codes/"
"tabby","https://eugeny.github.io/tabby/"
"tablecruncher","https://tablecruncher.com/"
"tableplus","https://tableplus.com/"
"tablepro","https://tablepro.app/"
"tabtopus","https://www.mariogt.com/tabtopus.html"
"taccy","https://eclecticlight.co/taccy-signet-precize-alifix-utiutility-alisma/"
"tachidesk-sorayomi","https://github.com/Suwayomi/Tachidesk-Sorayomi/"
"tad","https://www.tadviewer.com/"
"tagspaces","https://www.tagspaces.org/"
"talon","https://talonvoice.com/"
"taskexplorer","https://objective-see.org/products/taskexplorer.html"
"tastytrade","https://tastytrade.com/desktop-platform/"
"telegram","https://macos.telegram.org/"
"temurin","https://adoptium.net/"
"temurin@11","https://adoptium.net/"
"tev","https://github.com/Tom94/tev"
"tex-live-utility","https://github.com/amaxwell/tlutility"
"texmacs","https://www.texmacs.org/"
"texmaker","https://www.xm1math.net/texmaker/"
"texshop","https://pages.uoregon.edu/koch/texshop/"
"textgrabber2","https://github.com/TextGrabber2-app/TextGrabber2"
"textmate","https://macromates.com/"
"thaw","https://github.com/stonerl/Thaw/"
"the-unarchiver","https://theunarchiver.com/"
"thebrowsercompany-dia","https://www.diabrowser.com/"
"thedesk","https://thedesk.top/"
"theiaide","https://theia-ide.org/"
"there","https://there.pm/"
"therm","https://github.com/trufae/Therm"
"thetimemachinemechanic","https://eclecticlight.co/consolation-t2m2-and-log-utilities/"
"thonny","https://thonny.org/"
"thorium","https://www.edrlab.org/software/thorium-reader/"
"thumbhost3mf","https://github.com/DavidPhillipOster/ThumbHost3mf/"
"thunderbird","https://www.thunderbird.net/en-US/"
"tiger-trade","https://www.itiger.com/sg/download/"
"tigervnc","https://tigervnc.org/"
"tiled","https://www.mapeditor.org/"
"timelapze","https://github.com/wkaisertexas/ScreenTimeLapse"
"timemachineeditor","https://tclementdev.com/timemachineeditor/"
"timemachinestatus","https://github.com/lukepistrol/TimeMachineStatus"
"timescribe","https://timescribe.app/"
"tiny-player","https://www.catnapgames.com/tiny-player-for-mac/"
"tofu","https://amarsagoo.info/tofu/"
"topcat","https://www.star.bristol.ac.uk/mbt/topcat/"
"topnotch","https://topnotch.app/"
"tor-browser","https://www.torproject.org/"
"tqsl","https://www.arrl.org/tqsl-download"
"trackerzapper","https://rknight.me/apps/tracker-zapper"
"tradingview","https://www.tradingview.com/desktop/"
"trailer","https://ptsochantaris.github.io/trailer/"
"transmission","https://transmissionbt.com/"
"transnomino","https://www.transnomino.com/"
"treeviewer","https://github.com/arklumpus/TreeViewer"
"trilium-notes","https://triliumnext.github.io/Docs/"
"triplecheese","https://u-he.com/products/triplecheese/"
"tropy","https://tropy.org/"
"truetree","https://themittenmac.com/the-truetree-concept/"
"tunnelblick","https://www.tunnelblick.net/"
"turbovnc-viewer","https://www.turbovnc.org/"
"tv-browser","https://www.tvbrowser.org/"
"twine-app","https://twinery.org/"
"ubersicht","https://tracesof.net/uebersicht/"
"ukelele","https://software.sil.org/ukelele/"
"ulbow","https://eclecticlight.co/consolation-t2m2-and-log-utilities/"
"ultimaker-cura","https://ultimaker.com/software/ultimaker-cura"
"ultimate-vocal-remover","https://github.com/Anjok07/ultimatevocalremovergui/"
"unclack","https://unclack.app/"
"ungoogled-chromium","https://ungoogled-software.github.io/"
"unicodechecker","https://earthlingsoft.net/UnicodeChecker/"
"uninstallpkg","https://www.corecode.io/uninstallpkg/"
"universal-media-server","https://www.universalmediaserver.com/"
"unpkg","https://www.timdoug.com/unpkg/"
"usage-app","https://www.mediaatelier.com/Usage/"
"utm","https://mac.getutm.app/"
"vagrant","https://www.vagrantup.com/"
"valhalla-freq-echo","https://valhalladsp.com/shop/delay/valhalla-freq-echo/"
"valhalla-space-modulator","https://valhalladsp.com/shop/modulation/valhalla-space-modulator/"
"valhalla-supermassive","https://valhalladsp.com/shop/reverb/valhalla-supermassive/"
"vapor-app","https://github.com/NCAR/VAPOR"
"vcv-rack","https://vcvrack.com/"
"versatility","https://eclecticlight.co/revisionist-deeptools/"
"viber","https://www.viber.com/"
"vienna","https://www.vienna-rss.com/"
"vimr","https://github.com/qvacua/vimr"
"virtualbox","https://www.virtualbox.org/"
"visit","https://wci.llnl.gov/simulation/computer-codes/visit"
"visual-studio-code","https://code.visualstudio.com/"
"visualdiffer","https://visualdiffer.com/"
"visualvm","https://visualvm.github.io/"
"vivaldi","https://vivaldi.com/"
"viz","https://itsalin.com/appInfo/?id=viz"
"vlc","https://www.videolan.org/vlc/"
"vnc-viewer","https://www.realvnc.com/"
"vnote","https://vnotex.github.io/vnote/"
"voiden","https://voiden.md/"
"vorta","https://github.com/borgbase/vorta"
"vscodium","https://github.com/VSCodium/vscodium"
"vv","https://github.com/vv-vim/vv"
"wailbrew","https://github.com/wickenico/WailBrew"
"warp","https://www.warp.dev/"
"waterfox","https://www.waterfox.net/"
"wave","https://www.waveterm.dev/"
"wealthfolio","https://wealthfolio.app/"
"weasis","https://weasis.org/en/index.html"
"webull","https://www.webull.com/"
"weka","https://ml.cms.waikato.ac.nz/weka"
"wezterm","https://wezterm.org/"
"whalebird","https://whalebird.social/"
"whatroute","https://www.whatroute.net/"
"whatsapp","https://www.whatsapp.com/"
"whatsyoursign","https://objective-see.org/products/whatsyoursign.html"
"whispering","https://whispering.epicenter.so/"
"white-rabbit","https://kadomaru.app/white-rabbit/"
"whodb","https://github.com/clidey/whodb"
"windscribe","https://windscribe.com/"
"windsurf","https://windsurf.com/editor"
"wing-personal","https://www.wingware.com/"
"wireshark-app","https://www.wireshark.org/"
"witsy","https://witsyai.com/"
"wljs-notebook","https://jerryi.github.io/wljs-docs/"
"wolfram-engine","https://www.wolfram.com/engine/"
"wordpresscom","https://apps.wordpress.com/desktop/"
"wordservice","https://www.devontechnologies.com/apps/freeware"
"wowup-cf","https://wowup.io/"
"x-swiftformat","https://github.com/ruiaureliano/X-SwiftFormat"
"xattred","https://eclecticlight.co/xattred-sandstrip-xattr-tools/"
"xbar","https://xbarapp.com/"
"xca","https://hohnstaedt.de/xca/"
"xnviewmp","https://www.xnview.com/en/xnviewmp/"
"xprocheck","https://eclecticlight.co/consolation-t2m2-and-log-utilities/"
"xquartz","https://www.xquartz.org/"
"xrg","https://gaucho.software/Products/XRG/"
"xscreensaver","https://www.jwz.org/xscreensaver/"
"yacreader","https://www.yacreader.com/"
"yattee","https://github.com/yattee/yattee"
"yed","https://www.yworks.com/products/yed"
"youtube-to-mp3","https://www.mediahuman.net/youtube-to-mp3/"
"yt-music","https://github.com/steve228uk/YouTube-Music"
"zappy","https://zapier.com/zappy"
"zed","https://zed.dev/"
"zen-privacy","https://zenprivacy.net/"
"zettlr","https://www.zettlr.com/"
"zoom","https://www.zoom.us/"
"zotero","https://www.zotero.org/"
"zprint","https://github.com/kkinnear/zprint"
"zui","https://zui.brimdata.io/docs"
